dataset,format,input_path,input_name,err,t,pipeline,p_flag,grouping,algorithm,backend,n_terms,n_pauli_strings,splitting_r,lambda,relaxation_factor,ok,wall_s,qubits,gates_in_total,gates_in_H,gates_in_X,gates_in_Rzq,gates_in_CX,gates_in_json,gates_opt_total,gates_opt_U1,gates_opt_U2,gates_opt_U3,gates_opt_CX,gates_opt_json,stdout_tail,stderr_tail
MarQSim_dataset,marqsim,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_f.txt,_Pauli_string_BeH2_f.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,661,98,,21.488184,1.044829,True,0.040973,12,636,152,0,142,342,"{""CX"": 342, ""H"": 152, ""Rzq"": 142, ""X"": 0}",246,32,51,7,156,"{""CX"": 156, ""U1"": 32, ""U2"": 51, ""U3"": 7}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_f.txt:\n[DBG] Length of Pauli String 661\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 98 pauli strings; lambda = 21.488184; relaxation factor: 1.044829.\n[DBG] Input circuit uses 12 qubits, has 636 gates:  { H : 152, X : 0, Rzq : 142, CX : 342 }.\n[DBG] After optimization, the circuit uses 246 gates : { U1 : 32, U2 : 51, U3 : 7, CX : 156 }.\n\n"
MarQSim_dataset,marqsim,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_unf.txt,_Pauli_string_BeH2_unf.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,661,98,,21.488184,1.044829,True,0.036802,14,522,104,0,134,284,"{""CX"": 284, ""H"": 104, ""Rzq"": 134, ""X"": 0}",176,25,9,7,135,"{""CX"": 135, ""U1"": 25, ""U2"": 9, ""U3"": 7}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_unf.txt:\n[DBG] Length of Pauli String 661\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 98 pauli strings; lambda = 21.488184; relaxation factor: 1.044829.\n[DBG] Input circuit uses 14 qubits, has 522 gates:  { H : 104, X : 0, Rzq : 134, CX : 284 }.\n[DBG] After optimization, the circuit uses 176 gates : { U1 : 25, U2 : 9, U3 : 7, CX : 135 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/LiH/JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,631,66,,17.5069,1.054484,True,0.042610,12,180,32,0,64,84,"{""CX"": 84, ""H"": 32, ""Rzq"": 64, ""X"": 0}",101,15,14,4,68,"{""CX"": 68, ""U1"": 15, ""U2"": 14, ""U3"": 4}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 631\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 66 pauli strings; lambda = 17.506900; relaxation factor: 1.054484.\n[DBG] Input circuit uses 12 qubits, has 180 gates:  { H : 32, X : 0, Rzq : 64, CX : 84 }.\n[DBG] After optimization, the circuit uses 101 gates : { U1 : 15, U2 : 14, U3 : 4, CX : 68 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/LiH/BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,631,66,,17.5069,1.054484,True,0.040765,12,252,42,0,68,142,"{""CX"": 142, ""H"": 42, ""Rzq"": 68, ""X"": 0}",142,18,17,1,106,"{""CX"": 106, ""U1"": 18, ""U2"": 17, ""U3"": 1}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 631\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 66 pauli strings; lambda = 17.506900; relaxation factor: 1.054484.\n[DBG] Input circuit uses 12 qubits, has 252 gates:  { H : 42, X : 0, Rzq : 68, CX : 142 }.\n[DBG] After optimization, the circuit uses 142 gates : { U1 : 18, U2 : 17, U3 : 1, CX : 106 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/BeH2/JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,666,235,,33.70504,1.029101,True,0.034571,14,607,102,0,189,316,"{""CX"": 316, ""H"": 102, ""Rzq"": 189, ""X"": 0}",164,28,17,4,115,"{""CX"": 115, ""U1"": 28, ""U2"": 17, ""U3"": 4}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 666\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 235 pauli strings; lambda = 33.705040; relaxation factor: 1.029101.\n[DBG] Input circuit uses 14 qubits, has 607 gates:  { H : 102, X : 0, Rzq : 189, CX : 316 }.\n[DBG] After optimization, the circuit uses 164 gates : { U1 : 28, U2 : 17, U3 : 4, CX : 115 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/BeH2/BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,666,235,,33.70504,1.029101,True,0.034383,14,1067,142,0,217,708,"{""CX"": 708, ""H"": 142, ""Rzq"": 217, ""X"": 0}",260,38,53,3,166,"{""CX"": 166, ""U1"": 38, ""U2"": 53, ""U3"": 3}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 666\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 235 pauli strings; lambda = 33.705040; relaxation factor: 1.029101.\n[DBG] Input circuit uses 14 qubits, has 1067 gates:  { H : 142, X : 0, Rzq : 217, CX : 708 }.\n[DBG] After optimization, the circuit uses 260 gates : { U1 : 38, U2 : 53, U3 : 3, CX : 166 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,789,366,,42.223338,1.023341,True,0.041021,16,1332,252,0,332,748,"{""CX"": 748, ""H"": 252, ""Rzq"": 332, ""X"": 0}",375,58,38,13,266,"{""CX"": 266, ""U1"": 58, ""U2"": 38, ""U3"": 13}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 789\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 366 pauli strings; lambda = 42.223338; relaxation factor: 1.023341.\n[DBG] Input circuit uses 16 qubits, has 1332 gates:  { H : 252, X : 0, Rzq : 332, CX : 748 }.\n[DBG] After optimization, the circuit uses 375 gates : { U1 : 58, U2 : 38, U3 : 13, CX : 266 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,789,366,,42.223338,1.023341,True,0.044797,16,1636,262,0,322,1052,"{""CX"": 1052, ""H"": 262, ""Rzq"": 322, ""X"": 0}",346,61,34,13,238,"{""CX"": 238, ""U1"": 61, ""U2"": 34, ""U3"": 13}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 789\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 366 pauli strings; lambda = 42.223338; relaxation factor: 1.023341.\n[DBG] Input circuit uses 16 qubits, has 1636 gates:  { H : 262, X : 0, Rzq : 322, CX : 1052 }.\n[DBG] After optimization, the circuit uses 346 gates : { U1 : 61, U2 : 34, U3 : 13, CX : 238 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,915,305,,38.512463,1.025576,True,0.040368,12,1871,452,0,403,1016,"{""CX"": 1016, ""H"": 452, ""Rzq"": 403, ""X"": 0}",494,86,91,13,304,"{""CX"": 304, ""U1"": 86, ""U2"": 91, ""U3"": 13}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 915\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 305 pauli strings; lambda = 38.512463; relaxation factor: 1.025576.\n[DBG] Input circuit uses 12 qubits, has 1871 gates:  { H : 452, X : 0, Rzq : 403, CX : 1016 }.\n[DBG] After optimization, the circuit uses 494 gates : { U1 : 86, U2 : 91, U3 : 13, CX : 304 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,915,305,,38.512463,1.025576,True,0.038042,12,1219,258,0,301,660,"{""CX"": 660, ""H"": 258, ""Rzq"": 301, ""X"": 0}",552,77,75,16,384,"{""CX"": 384, ""U1"": 77, ""U2"": 75, ""U3"": 16}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 915\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 305 pauli strings; lambda = 38.512463; relaxation factor: 1.025576.\n[DBG] Input circuit uses 12 qubits, has 1219 gates:  { H : 258, X : 0, Rzq : 301, CX : 660 }.\n[DBG] After optimization, the circuit uses 552 gates : { U1 : 77, U2 : 75, U3 : 16, CX : 384 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,1219,363,,42.055417,1.023442,True,0.052088,12,2147,548,0,461,1138,"{""CX"": 1138, ""H"": 548, ""Rzq"": 461, ""X"": 0}",639,94,105,18,422,"{""CX"": 422, ""U1"": 94, ""U2"": 105, ""U3"": 18}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1219\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 363 pauli strings; lambda = 42.055417; relaxation factor: 1.023442.\n[DBG] Input circuit uses 12 qubits, has 2147 gates:  { H : 548, X : 0, Rzq : 461, CX : 1138 }.\n[DBG] After optimization, the circuit uses 639 gates : { U1 : 94, U2 : 105, U3 : 18, CX : 422 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/JW_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,JW_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,1219,363,,42.055417,1.023442,True,0.046176,12,1547,334,0,397,816,"{""CX"": 816, ""H"": 334, ""Rzq"": 397, ""X"": 0}",549,92,84,16,357,"{""CX"": 357, ""U1"": 92, ""U2"": 84, ""U3"": 16}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1219\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 363 pauli strings; lambda = 42.055417; relaxation factor: 1.023442.\n[DBG] Input circuit uses 12 qubits, has 1547 gates:  { H : 334, X : 0, Rzq : 397, CX : 816 }.\n[DBG] After optimization, the circuit uses 549 gates : { U1 : 92, U2 : 84, U3 : 16, CX : 357 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/JW_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,JW_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,1177,749,,60.625823,1.01632,True,0.086216,16,3480,694,0,794,1992,"{""CX"": 1992, ""H"": 694, ""Rzq"": 794, ""X"": 0}",1221,180,173,26,842,"{""CX"": 842, ""U1"": 180, ""U2"": 173, ""U3"": 26}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1177\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 749 pauli strings; lambda = 60.625823; relaxation factor: 1.016320.\n[DBG] Input circuit uses 16 qubits, has 3480 gates:  { H : 694, X : 0, Rzq : 794, CX : 1992 }.\n[DBG] After optimization, the circuit uses 1221 gates : { U1 : 180, U2 : 173, U3 : 26, CX : 842 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/JW_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,JW_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,1177,1312,,80.451692,1.012339,True,0.083777,16,3624,646,0,1064,1914,"{""CX"": 1914, ""H"": 646, ""Rzq"": 1064, ""X"": 0}",1283,174,179,33,897,"{""CX"": 897, ""U1"": 174, ""U2"": 179, ""U3"": 33}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1177\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 1312 pauli strings; lambda = 80.451692; relaxation factor: 1.012339.\n[DBG] Input circuit uses 16 qubits, has 3624 gates:  { H : 646, X : 0, Rzq : 1064, CX : 1914 }.\n[DBG] After optimization, the circuit uses 1283 gates : { U1 : 174, U2 : 179, U3 : 33, CX : 897 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,1177,749,,60.625823,1.01632,True,0.104118,16,4602,1004,0,954,2644,"{""CX"": 2644, ""H"": 1004, ""Rzq"": 954, ""X"": 0}",1217,179,185,42,811,"{""CX"": 811, ""U1"": 179, ""U2"": 185, ""U3"": 42}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1177\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 749 pauli strings; lambda = 60.625823; relaxation factor: 1.016320.\n[DBG] Input circuit uses 16 qubits, has 4602 gates:  { H : 1004, X : 0, Rzq : 954, CX : 2644 }.\n[DBG] After optimization, the circuit uses 1217 gates : { U1 : 179, U2 : 185, U3 : 42, CX : 811 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/BK_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,BK_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,1177,1312,,80.451692,1.012339,True,0.122420,16,5102,894,0,1230,2978,"{""CX"": 2978, ""H"": 894, ""Rzq"": 1230, ""X"": 0}",1185,198,194,25,768,"{""CX"": 768, ""U1"": 198, ""U2"": 194, ""U3"": 25}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1177\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 1312 pauli strings; lambda = 80.451692; relaxation factor: 1.012339.\n[DBG] Input circuit uses 16 qubits, has 5102 gates:  { H : 894, X : 0, Rzq : 1230, CX : 2978 }.\n[DBG] After optimization, the circuit uses 1185 gates : { U1 : 198, U2 : 194, U3 : 25, CX : 768 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/JW_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,JW_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,0.1,0.1,qdrift,3,none,Trotterization (QDrift),IBMDigital,1654,2984,,121.618886,1.008185,True,0.228385,14,7945,1512,0,2529,3904,"{""CX"": 3904, ""H"": 1512, ""Rzq"": 2529, ""X"": 0}",2205,341,291,116,1457,"{""CX"": 1457, ""U1"": 341, ""U2"": 291, ""U3"": 116}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\nEnter translation_lowprog_ap\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\nFinish translation_lowprog_ap\n,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1654\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2984 pauli strings; lambda = 121.618886; relaxation factor: 1.008185.\n[DBG] Input circuit uses 14 qubits, has 7945 gates:  { H : 1512, X : 0, Rzq : 2529, CX : 3904 }.\n[DBG] After optimization, the circuit uses 2205 gates : { U1 : 341, U2 : 291, U3 : 116, CX : 1457 }.\n\n"
